client_id,full_name,date_of_birth,gender,nationality_code,height_cm,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C000281,NAMIG VIDOLOV,1976-07-29,M,ru,,58.0,BLA,nan,MNI,0,
C000282,NELSO NULISES BENÍTEZ JOYA,1975-09-10,M,sv,,,,,SPA,1,interpol-red-2022-83011
C000283,UMALAT GALANTSEV,1960-09-23,M,ke,1.88,0.0,BRO,nan,LEZ,0,
C000284,KHALIL MAJEED,1988-02-16,M,ru,1.61,,BLA,BROH,ENG,0,
C000285,ALFONSO DOKAEV,1992-03-30,M,kg,1.65,82.0,nan,BLA,RUS,0,
C000286,ROLANDO HU,1997-01-07,M,ru,1.75,0.0,OTHD,BLA,RUS,0,
C000287,RUSLAN BOBOSHARIFOVA,nan,M,tj,,0.0,OTHD,BRO,RUS,0,
C000288,DMITRI AGAEV,1986-05-19,M,th,1.72,,nan,nan,RUM,0,
C000289,JAIME ABUEV,1988-08-07,M,sv,1.83,0.0,nan,nan,BUL,0,
C000290,TUDOR SALAEV,1981-08-31,M,pk,,0.0,BLA,nan,GEO,0,
C000291,ILEZ SHAMURZAEV,1969-03-02,M,au,,0.0,nan,BROH,nan,0,
C000292,MAGOMET KHAMZATOVA,1974-06-01,M,cf,,,nan,nan,nan,0,
C000293,ERVIS VAZQUEZ,1993-12-07,M,ru,1.78,0.0,BLA,BROH,TGK,0,
C000294,BORIS BRZEZINSKI,1990-05-11,F,ca,,,BLA,nan,XHO,0,
C000295,JMELLE OMAROV,nan,M,ge,1.6,,OTHD,nan,RUS,0,
C000296,JOSE KADRI,1983-10-01,M,ru,1.7,0.0,nan,nan,ENG,0,
C000297,FERNANDO YUSUFZAI,1997-05-06,M,ru,,0.0,nan,nan,SPA,0,
C000298,JUAN ISMAILOVA,1966-05-22,M,id,1.8,0.0,BLA,nan,RUS,0,
C000299,HERNAN KONIUKHOV,1993-02-23,M,ge,,0.0,BLA,nan,KUM,0,
C000300,ANDREI BELTOEV,1973-04-04,M,cm,1.65,0.0,BLA,nan,RUS,0,
C000301,NADIR AVCHAEV,1993-09-07,M,py,,0.0,BLA,BROH,RUS,0,
C000302,NICANOR BASKHANOVA,1973-11-11,M,ru,1.83,,BLA,nan,SPA,0,
C000303,RASIM BUSTAMANTE,1958-10-29,M,ru,1.83,65.0,nan,nan,RUS,0,
C000304,ALVIN HOOKS,1987-11-07,M,sa,1.7,,BLA,nan,URD,0,
C000305,MOSTAFA M MANSOUR,1985-05-01,M,us,1.8,77.0,BRO,BRO,ENG,1,interpol-red-2008-36644
C000306,IBRAGIM MEHALI,1988-05-30,F,in,,65.0,BLA,nan,SPA,0,
C000307,ILIAS LUTSA,1968-04-04,M,ar,1.73,70.0,nan,nan,nan,0,
C000308,ADAM SATAEV,1984-08-21,M,ru,,0.0,nan,BRO,FRE,0,
C000309,YANCY MARIN,1972-08-15,M,ru,,65.0,GRYG,nan,RUS,0,
C000310,ERICK SYCHANTHA,1960-03-28,M,sv,,0.0,nan,nan,LEZ,0,
C000311,SEID-SHAKH CHEN,1960-02-14,M,sv,1.7,0.0,BLA,nan,CHE,0,
C000312,LEVA ABDULGAMIDOV,1990-12-01,M,ru,,75.0,nan,nan,ENG,0,
C000313,KATIA KULIEV,1982-04-27,M,uz,,0.0,nan,OTHD,UZB,0,
C000314,RUSLAN SORTO,1965-01-24,F,ru,1.65,0.0,OTHD,nan,ENG,0,
C000315,AYDUN AKHMEDOV,1966-12-31,M,ru,1.75,55.0,nan,nan,RUS,0,
C000316,MOHAMED GAZAEV,1990-12-10,M,iq,,0.0,nan,OTHD,RUS,0,
C000317,VELIYULLAKH MANKIEV,1971-01-16,M,gt,,60.0,OTHD,BROH,AZE,0,
C000318,MAGOMEDKHABIB CALDERON,1994-05-19,M,ru,1.7,,BLA,BROH,RUS,0,
C000319,MALCOM RIVERA,1990-08-17,M,sv,,0.0,nan,nan,URD,0,
C000320,MADINA AHVERDOVA,1967-10-28,M,ru,,60.0,nan,nan,TUR,0,
C000321,ZELIMKHAN GUDZHAEV,1977-04-17,M,ge,,61.0,BLA,BRO,ENG,0,
C000322,NAZIMAT CABRERA,1983-01-09,M,ru,,0.0,nan,nan,nan,0,
C000323,YUZEF SHABANOV,1972-07-03,M,ru,,0.0,nan,BRO,SPA,0,
C000324,SUVAR URUDZHEVA,1989-11-29,M,at,,0.0,nan,nan,URD,0,
C000325,MARIA SADAT,1986-03-07,M,ru,1.75,0.0,nan,nan,RUS,0,
C000326,NAILIA TOPIC,1980-07-01,F,ru,1.69,0.0,BLA,BRO,RUS,0,
C000327,RASULDZHON SANTOS,1976-04-07,M,gr,1.75,0.0,nan,nan,RUS,0,
C000328,ROQUE ESCALERA,1982-09-30,M,ru,1.65,0.0,nan,nan,PUS,0,
C000329,JUAN MOJICA,1989-06-12,M,ru,1.8,,nan,GRY,KUM,0,
C000330,EVIS NIÑO,1981-05-26,M,ru,1.68,75.0,OTHD,BROD,nan,0,
C000331,ZAUR KURBANOVA,1971-06-05,M,in,,0.0,nan,GRE,MOL,0,
C000332,ZELIMKHAN ABDULLAEVA,nan,M,pk,1.6,73.0,nan,nan,nan,0,
C000333,NICOLAS KHUDAEV,nan,M,ru,1.78,0.0,nan,nan,SPA,0,
C000334,DANIIALBEK MITAROV,1956-11-28,M,sv,1.58,0.0,BRO,OTHD,ENG,0,
C000335,CARLOS JIRON,1992-06-03,M,ru,,78.0,nan,BROD,URD,0,
C000336,BIKEKHALUM TAIMYSKHANOV,1987-09-25,M,in,1.75,0.0,nan,nan,RUS,0,
C000337,VILI BEKMURZIEV,1983-03-23,M,pk,,,nan,BLA,SPA,0,
C000338,KAIRAT CONTRERAS,1980-12-16,M,ru,1.7,0.0,BLA,nan,RUS,0,
C000339,EMIL ABDULLAH,1946-12-17,M,ru,1.72,88.0,OTHD,nan,AZE,0,
C000340,AZIZ ELGIREEV,1984-04-27,M,al,,0.0,OTHD,nan,AZE,0,
C000341,WILSON ISAEV,1990-05-23,M,tr,1.69,68.0,BRO,nan,RUS,0,
C000342,JOSE ZULQARNAIN,1983-04-20,F,ru,1.7,0.0,nan,nan,SPA,0,
C000343,MATA FARFAN,1970-04-17,F,pk,,0.0,WHI,GRE,ARA,0,
C000344,RUSTAM LUNA,1989-11-30,F,ca,,0.0,OTHD,nan,SPA,0,
C000345,MEDZHID LIANOVA,1988-05-30,M,ru,1.83,50.0,OTHD,BRO,RUS,0,
C000346,SUFYAN YAKUBOV,1983-04-05,M,br,,0.0,GRYG,BLA,RUS,0,
C000347,IZAURA MAKHBUBOV,1987-03-07,M,nan,,78.0,BLA,nan,FRE,0,
C000348,YANIK TAIBOV,1962-01-21,M,ru,,0.0,OTHD,BRO,RUS,0,
C000349,CRISTIAN KOTIEVA,2001-03-13,M,us,1.8,57.0,BLA,BROH,HIN,0,
C000350,DANILO SREEDHARAN,1956-11-28,M,ru,1.78,0.0,OTHD,nan,ARA,0,
C000351,PERO SINGH,1988-11-08,M,sv,1.75,70.0,BLA,nan,nan,0,
C000352,SAID-MAGOMED BIALAS,1989-05-20,M,ru,,,nan,nan,AZE,0,
C000353,JUAN PALBO ESPINOZA MOSCOSO,1992-02-29,M,pe,,,,,,1,interpol-red-2025-52041
C000354,MOHSEN GURYANOV,1957-04-10,M,sv,,,BRO,BLA,KUM,0,
C000355,ANA CIONCA,1997-11-27,M,bo,1.7,65.0,BLA,nan,PAN,0,
C000356,DIXON MERDALIEV,1951-03-06,M,fr,1.82,52.0,nan,OTHD,SPA,0,
C000357,CINDY GADZHIKURBANOV,1983-10-02,M,ru,,0.0,OTHD,nan,RUS,0,
C000358,BATUKHAN MANICKAVASAGAR,1982-03-11,M,ge,,,nan,BLU,CHI,0,
C000359,ERVIN ABDULAZIZOV,1976-02-26,M,in,1.71,0.0,nan,BRO,KAN,0,
C000360,MOVSAR SAIDGASANOV,1963-05-04,F,kg,1.73,0.0,nan,nan,RUS,0,
C000361,SABINA AMAYA,1952-05-09,M,ru,,65.0,GRYG,nan,ALB,0,
C000362,MIGUEL ISMAILOV,1981-02-04,M,tn,1.75,,BRO,nan,SPA,0,
C000363,ISA CHISTYAKOVA,1994-11-21,M,es,,0.0,nan,nan,TGK,0,
C000364,SANJAY KHAKIMOV,1986-06-12,M,de,1.73,,nan,BROH,ARA,0,
C000365,ZAMIRA AKHMEDOVA,1980-10-08,M,sv,,69.0,nan,OTHD,RUS,0,
C000366,MUSA MAJEED,1975-10-12,M,ru,1.83,75.0,nan,OTHD,LEZ,0,
C000367,FRANCISCO MAKHMUDOV,1981-07-31,M,az,,90.0,nan,nan,RUS,0,
C000368,GIORGI KHACHUMYAN,1960-09-17,F,ru,,,OTHD,BRO,RUS,0,
C000369,JOSE TAIBOV,1984-11-05,M,bg,1.76,0.0,OTHD,BROD,THA,0,
C000370,WEI BONKHOEVA,1974-03-10,M,bg,1.78,0.0,OTHD,nan,MOL,0,
C000371,NAJAM ZEPEDA,1952-01-10,M,pk,1.9,0.0,nan,BLA,RUS,0,
C000372,JORGE KADIEV,1967-04-03,M,ru,1.65,,nan,nan,KUM,0,
C000373,PETR KHANGEREEV,1955-12-08,M,at,,0.0,nan,OTHD,TUR,0,
C000374,SAID ISAEV,1959-05-18,M,ps,,0.0,OTHD,BLA,POR,0,
C000375,ZAMIR MAKASHOV,1994-04-13,M,tj,,0.0,OTHD,nan,URD,0,
C000376,ELDAR RUZHINSKIY,1995-03-13,M,pk,1.78,65.0,nan,BROH,RUS,0,
C000377,VALERI GONDWE,1981-05-20,M,ru,,0.0,nan,nan,RUS,0,
C000378,ALZHANAT GAMZATOVA,1991-07-23,M,ru,,0.0,nan,nan,LEZ,0,
C000379,GARMIAN CARILLO,nan,M,ru,,,OTHD,nan,RUS,0,
C000380,CARLOS KURBANOV,1986-04-27,M,sv,1.65,,OTHD,nan,LEZ,0,
C000381,RAISAT KAVTARADZE,1971-01-20,M,ru,1.75,,BLA,nan,RUS,0,
C000382,RUSLAN DOOLOTZHANOVA,1951-09-15,M,tj,,0.0,BLA,nan,RUS,0,
C000383,IMRAN ASLANBEKOV,1982-09-06,M,cz,,0.0,OTHD,nan,SOM,0,
C000384,MAGOMED DOKAEV,1991-07-13,M,ru,1.67,0.0,nan,nan,URD,0,
C000385,MUKHAMED ALMENDAREZ,1997-03-08,M,ru,1.63,0.0,nan,nan,RUS,0,
C000386,ADAM TARAMOV,1966-12-17,M,ru,,0.0,OTHD,OTHD,KUM,0,
C000387,VLADIMIR YUZBASHEV,1960-09-02,M,pk,,51.0,YELB,nan,nan,0,
C000388,MOHAMMADAMIN SHAVINYAN,1978-02-06,F,ru,1.73,0.0,nan,nan,PAN,0,
C000389,ANVAR KEKHLEROV,1989-05-05,M,ni,1.73,0.0,OTHD,BROH,RUS,0,
C000390,KHALID ISMAILOV,1980-12-20,M,ua,,0.0,BLA,BLA,GEO,0,
C000391,CINDY ISMAILOV,1980-12-20,M,hn,,0.0,BROF,nan,ARA,0,
C000392,NATALIA TFWALA,1983-12-11,M,ru,,0.0,nan,nan,SPA,0,
C000393,OMAR GOFMAN,1973-07-12,M,gt,,,OTHD,OTHD,nan,0,
C000394,DANIIL TUTAEV,1982-10-15,M,ua,1.73,,nan,BROD,SPA,0,
C000395,MAKSUDALI TODIN,1987-11-11,M,ru,1.78,0.0,BLA,BRO,SPA,0,
C000396,JIMMY IGNATOVA,1988-01-01,M,ru,1.65,0.0,nan,BLA,SPA,0,
C000397,MOHAMMED TAGIROV,1985-08-28,F,ru,1.75,70.0,nan,BROH,ENG,0,
C000398,JORGE IRAZIEV,nan,M,ph,1.58,,BLA,nan,RUS,0,
C000399,FATIMA AKHMEDOV,1995-06-22,F,pl,,,nan,BLA,nan,0,
C000400,BAGRAT TSETRSVADZE,1984-08-29,M,ge,,0.0,,,GEO,1,interpol-red-2020-25114
C000401,MAGOMEDTAGIR KAEWFANOK,1978-11-20,M,hk,1.75,0.0,nan,BLA,nan,0,
C000402,ALEXANDER BONACHEA,1979-06-21,M,ru,1.72,0.0,nan,nan,nan,0,
C000403,JACQUELINE AGRAWAL,1987-01-29,M,in,,178.0,BLA,nan,RUS,0,
C000404,FATIMA ABAKAROVA,1982-05-31,M,ar,1.68,0.0,nan,BLA,CHE,0,
C000405,RAMZAN CHE,1994-11-23,M,ru,1.7,85.0,nan,nan,RUS,0,
C000406,ELVIN TORNERO,1976-10-30,M,pk,,,nan,BLA,RUS,0,
C000407,LALLA GARCIA,1997-11-13,M,pk,,65.0,BRO,nan,RUS,0,
C000408,ALBERTO AKHMAROV,1979-06-27,F,ru,,0.0,RED,BLA,RUS,0,
C000409,KIRILL HASIC,1990-02-06,M,bd,,,BLA,BRO,ENG,0,
C000410,LOEG BURKEVICH,1974-07-25,M,ua,,,,,RUS,1,interpol-red-2020-13678
C000411,TAMARA ABUBAKAROV,1988-10-22,M,ca,1.75,,BLA,nan,RUS,0,
C000412,YAKHYA ISTAEVA,1948-11-28,M,ca,1.82,,nan,BROH,RUS,0,
C000413,OLGA SHOROV,nan,M,ru,1.85,0.0,nan,BRO,ENG,0,
C000414,MAGOMEDRASUL KOVALEVSKIY,1981-09-29,M,ru,,50.0,BLA,nan,RUS,0,
C000415,KHADIYA SUAREZ,1944-05-28,M,ru,,0.0,nan,nan,ENG,0,
C000416,SALMAN ABAKAROVA,1995-08-23,M,az,,0.0,BLA,BROD,SPA,0,
C000417,BESLAN SELMURZAEV,1980-11-22,M,ru,1.83,0.0,BLA,BROH,CHE,1,interpol-red-2017-174234
C000418,NIKOLAY SOLANO,1996-08-11,M,il,,0.0,BLA,BRO,RUS,0,
C000419,VERONICA GADAEVA,1972-06-02,M,md,1.75,0.0,BRO,nan,nan,0,
C000420,NICOLE BRYAN,1967-11-06,M,ro,,80.0,nan,nan,GEO,0,
C000421,ALIM KURBANCHIEV,1987-04-20,M,ru,,0.0,nan,nan,ARA,0,
C000422,ALEXIS BASKHANOV,1977-04-24,M,bo,1.73,,nan,nan,URD,0,
C000423,KIRILL CHITAEV,1968-04-04,M,in,1.77,0.0,BLA,BLA,nan,0,
C000424,MANUEL AWAD,1982-11-28,M,in,1.73,0.0,OTHD,nan,SON,0,
C000425,VADIM BONILLA,1985-10-18,M,sv,,0.0,nan,nan,nan,0,
C000426,ROBERTO LABIDI,1997-05-08,M,gt,1.55,0.0,BLA,nan,ENG,0,
C000427,GADZHI MAKHMUDOV,1988-11-08,M,kg,1.69,,nan,nan,SPA,0,
C000428,MADINA BERSINKAEV,1973-07-28,M,ru,1.68,,nan,nan,ARA,0,
C000429,RAMAZON GADZHIEV,1978-01-01,M,nan,,0.0,nan,BLA,ENG,0,
C000430,FERNANDO MUSAEVA,1973-11-01,M,ru,1.78,,BLA,nan,LEZ,0,
C000431,ISAAC ZAGIDOV,1981-11-30,M,uz,1.65,0.0,BLA,nan,nan,0,
C000432,ZULQARNAIN CASTRO,1982-10-13,M,rs,1.75,85.0,nan,BRO,ARA,0,
C000433,RUSLAN HSIKHDZHAMALOV,1988-04-27,M,kz,,0.0,,,RUS,1,interpol-red-2018-11448
C000434,JOSE ALIULLIN,1986-07-01,M,cn,1.55,0.0,BLA,BLA,nan,0,
C000435,ELVINA VARGHESE,1984-11-06,M,in,1.6,0.0,OTHD,OTHD,FRE,0,
C000436,RASUL DIDIEV,1983-10-02,M,br,1.6,,nan,BROD,FRE,0,
C000437,CHINGIZ TEPSAEV,1983-09-03,F,ru,1.83,60.0,OTHD,OTHD,RUS,0,
C000438,TUMELO MAMANI,1973-12-04,M,ar,1.83,0.0,BLA,OTHD,nan,0,
C000439,SHARIP BINATALIEV,1971-11-10,M,ir,,0.0,BLA,nan,DIV,0,
C000440,GERMAN JIN,1950-11-24,M,uy,1.64,0.0,nan,OTHD,RUS,0,
C000441,ELOHIN SAVINA,1998-08-27,M,ru,,0.0,nan,nan,LEZ,0,
C000442,BAUDIN ULLAH,1996-01-28,M,ru,,0.0,OTHD,BRO,RUS,0,
C000443,LEMA GARCIA,1965-01-30,M,tj,,0.0,nan,BROH,RUS,0,
C000444,PRAKASHANDAND ALIEVA,1969-10-29,M,sv,1.65,0.0,BLA,BRO,TUR,0,
C000445,EDWARD KARUNAKARAKURUP,1993-12-16,F,ru,1.8,0.0,HAIB,nan,nan,0,
C000446,JOSE DUKAEV,1991-05-11,M,sk,1.7,,BLA,BROH,RUS,0,
C000447,FILIPP KAHRIMANOVIC,1972-04-23,M,us,,0.0,BLA,BLA,RUS,0,
C000448,NIJAZ NUÑEZ,1988-07-27,M,sv,1.78,0.0,nan,nan,GER,0,
C000449,VADUD ANDREEV,1980-12-09,M,ru,,65.0,nan,OTHD,SPA,0,
C000450,NESTOR GADZHIEVA,1994-05-17,M,br,1.6,0.0,OTHD,nan,RUS,0,
C000451,FIZULI MURGA,nan,M,sv,1.7,,BLA,nan,RUS,0,
C000452,RUSLAN AYALA,1979-10-29,M,ru,,64.0,OTHD,BLA,RUS,0,
C000453,MAKSIM MIKHAYLYUK,1972-03-10,F,rw,,64.0,nan,BLA,URD,0,
C000454,NARCISO MAGOMEDOVA,1979-06-27,M,pk,,,nan,BLU,ENG,0,
C000455,ULPERKHANUM CUELLAR,1987-07-02,M,ru,1.74,0.0,OTHD,nan,RUS,0,
C000456,RASUL PLEKHANOV,1990-05-19,M,ru,,0.0,,,CHE,1,interpol-red-2017-13403
C000457,LINAR SHERA,1967-06-06,F,ru,,0.0,nan,nan,KIR,0,
C000458,RAMAO POPOWSKI,1955-05-12,M,sv,,0.0,nan,BRO,GRE,0,
C000459,AKHMED GADZHIEV,1968-04-27,M,ru,,0.0,GRY,BROH,RUS,1,interpol-red-2022-45786
C000460,MAGOMED TIMERSULTANOV,1992-06-03,M,ru,1.77,0.0,,BROH,CHE,1,interpol-red-2016-70027
C000461,JOSE TAKHAEV,1962-08-30,M,ru,1.8,0.0,nan,BLA,SPA,0,
C000462,JOSÉ AREVALO,1987-07-23,M,ru,,0.0,nan,nan,RUS,0,
C000463,LUKMAN ISMAILOVA,1986-11-05,M,lk,1.78,65.0,nan,nan,nan,0,
C000464,KHADIZHAT AMIROV,1982-08-07,M,au,,0.0,BLA,nan,RUS,0,
C000465,OSCAR GAZIMAGOMEDOV,1991-02-09,M,ru,,0.0,OTHD,BRO,SPA,0,
C000466,NEDJELJKO CALZETTA,1976-05-02,M,uz,1.66,0.0,nan,nan,nan,0,
C000467,APTI GLEBOV,1978-11-22,M,ar,,0.0,nan,nan,SPA,0,
C000468,MAURICIO SCHUELER,1960-01-01,M,ve,1.65,68.0,nan,nan,RUS,0,
C000469,KHADIZHAT PLIEV,1970-12-12,M,ru,1.73,76.5,BRO,BRO,ENG,0,
C000470,ALFREDO ALEXANDER CUBIAS HERNANDEZ,1981-05-22,M,sv,,0.0,,,SPA,1,interpol-red-2020-3014
C000471,SAID AKBULATOVA,1988-11-05,M,sv,,0.0,BLA,nan,ZUL,0,
C000472,SAIDKHAMZAT MAGOMADOV,1989-01-26,M,ru,,0.0,,,RUS,1,NK-BkFzAkCicxeZbeSiDLTRR7
C000473,NOE XIA,1985-11-27,M,ru,1.75,0.0,BRO,nan,SPA,0,
C000474,OSMAN AKOPYAN,1986-11-09,M,pk,1.75,0.0,nan,nan,SPA,0,
C000475,NODIRA OMANADZE,1989-05-09,M,cn,,0.0,nan,nan,RUS,0,
C000476,MAGOMED SHADIEV,1972-08-08,M,ru,1.73,0.0,BLA,nan,nan,0,
C000477,SALAVAT LOPEZ,1989-06-29,M,il,,0.0,OTHD,nan,TGL,0,
C000478,DOUGLAS SALAMOV,1989-04-03,F,ru,1.75,99.0,OTHD,BRO,RUS,0,
C000479,SHOKHZODBEK AREVALO,1991-10-14,M,uz,1.83,82.5,nan,BRO,SPA,0,
C000480,BIKE ENEH,1976-01-31,M,ru,,,nan,nan,RUS,0,
C000481,MANSUR MENDEZ,1998-08-29,M,by,,74.0,nan,nan,RUS,0,
C000482,ASKHAB ALKHAZOV,1994-12-11,M,ru,,0.0,,,RUS,1,interpol-red-2015-67407
C000483,ANITO SUMI,1995-08-27,M,ru,1.78,0.0,nan,BLU,ENG,0,
C000484,ALAS AGUIRRE,1968-07-12,M,mx,1.8,80.0,nan,BRO,RUS,0,
C000485,GERGELY ASVAROVA,1972-02-12,M,in,1.6,90.0,BLA,nan,SPA,0,
C000486,KORKMAS ROMANOV,1971-05-16,M,ru,1.6,,nan,nan,HIN,0,
C000487,SHAMIL KHARKHACHAEVA,1977-07-13,M,ru,,0.0,BLA,nan,SPA,0,
C000488,AKHMED ESCOBAR,1972-08-16,M,in,,64.0,nan,nan,SPA,0,
C000489,ISLANDI EPENDIEV,1994-02-26,M,ru,,0.0,,BLA,CHE,1,NK-9zfhx6ppQQWdbsyMyu2w9b
C000490,GHENNADIE KALAICHEV,1981-01-20,M,sv,,57.0,BLA,BLA,AZE,0,
C000491,KALA AIDAROV,1973-06-06,M,ru,1.68,0.0,nan,nan,RUS,0,
C000492,FATIMA HASAN,1995-03-01,M,fr,1.8,0.0,nan,nan,ZUL,0,
C000493,KADYR GARCIA,nan,M,ru,,0.0,BLA,nan,ENG,0,
C000494,AZMET ALIEV,1992-01-05,M,ru,1.78,0.0,BLA,nan,RUS,0,
C000495,SALAH AUSHEVA,1978-01-08,M,hu,1.7,0.0,GRYG,nan,nan,0,
C000496,SAIF AZIZOV,nan,M,ru,1.6,0.0,OTHD,nan,RUS,0,
C000497,ILYAS MEJIA,1975-04-01,M,ru,1.83,0.0,OTHD,BLA,ENG,0,
C000498,ORANGZEB STEWART,1988-05-16,M,ru,,,BLA,nan,ENG,0,
C000499,FESTUS KABAWOU,1989-05-13,M,ca,,,OTHD,OTHD,TGK,0,
C000500,VLADISLAV DIAZ,1955-04-01,F,ru,1.77,0.0,nan,nan,SPA,0,
C000501,MALEKSABET KHADZHIEV,1983-05-29,M,ru,,0.0,nan,BRO,nan,0,
C000502,RASHID RUIZ,1994-09-25,F,dz,,63.5,BLA,BROH,CHE,0,
C000503,WILBER MADALA,1989-08-26,M,ru,1.8,73.0,nan,BLA,ENG,0,
C000504,NAOMI RASHKIN,1963-05-25,M,ng,,0.0,REDA,nan,TEL,0,
C000505,SERGEI GAZIMAGOMEDOVA,1984-04-21,M,ru,,63.5,nan,nan,ENG,0,
C000506,HASEN AMHAMED AKSEMA,1975-08-20,M,ly,,0.0,,,ENG,1,NK-35UbjkKkyMvvrxehBU4WkK
C000507,SHAMIL GAZIEVA,1993-07-31,M,ru,,0.0,OTHD,BRO,nan,0,
C000508,NIKOLY TAIMYSKHANOVA,1979-02-12,F,ru,1.65,0.0,nan,GRE,ENG,0,
C000509,NERINGA JAKELAITIENE,1978-08-07,F,lt,,,,,LIT,1,interpol-red-2016-69122
C000510,ALEKSANDR SHIKHKERIMOV,1990-09-11,M,ru,1.85,0.0,OTHD,BLA,RUS,0,
C000511,YUSUF SUN,1993-04-25,F,ru,,0.0,BLA,nan,KUM,0,
C000512,JUAN ABDULKHAMIDOV,1973-02-15,M,ru,,,YELBD,BROH,SPA,0,
C000513,SHAMIL ABARKAR,1992-08-05,M,ru,1.75,0.0,nan,BLA,RUS,0,
C000514,ANNA SIDHU,1984-06-17,F,bd,1.75,120.0,nan,BLA,RUS,0,
C000515,ISLAM MELGAR,1974-08-04,M,ru,1.82,0.0,nan,nan,ENG,0,
C000516,MAGOMED ABDURAKHMANOV,1970-06-22,M,ru,,0.0,WHI,nan,SPA,0,
C000517,MUHAMMAD RAMIREZ,1967-01-01,M,ru,,64.0,OTHD,nan,ENG,0,
C000518,ABDUSAMAT OZDEMIROV,1984-11-06,M,ar,,80.0,BLA,BLU,SPA,0,
C000519,FATIMA ISAEV,1979-03-05,M,in,1.76,0.0,BLA,nan,RUS,0,
C000520,URAZI ROMERO,1989-05-10,M,ru,,0.0,BLA,BLA,RUS,0,
C000521,MURAT GUDKOV,1990-10-19,M,nan,1.7,,BLA,nan,ENG,0,
C000522,ZAHIDMIYA MATIAS,1990-12-01,M,ve,,0.0,nan,nan,RUS,0,
C000523,MUSA SADYKHOV,1994-05-16,F,az,,0.0,BLA,BLA,HIN,0,
C000524,RICARDO PEREIRA,1979-03-10,M,ar,1.8,,nan,BROD,AZE,0,
C000525,EMINA ASUEV,1987-07-26,M,ve,,,OTHD,BLU,CHE,0,
C000526,INMER LEDESMA,1978-09-19,M,us,1.72,,BLA,OTHD,URD,0,
C000527,ELMER PALMA,1983-01-19,F,ru,,0.0,BLA,BRO,RUS,0,
C000528,DANIEL BENÍTEZ,1978-07-11,M,bo,1.75,0.0,nan,nan,ENG,0,
C000529,NAZIRA MARIA CROSS,1965-11-23,F,cr,1.66,68.0,BRO,BRO,ENG,1,interpol-red-2010-18706
C000530,VASILIY PETROSYAN,1960-05-05,M,ru,,0.0,BLA,nan,RUS,0,
C000531,ALVI GRIGOR,1976-01-25,M,ru,1.68,0.0,nan,nan,RUS,0,
C000532,OSCAR HARVEY,1969-07-21,M,pk,,0.0,nan,BLA,RUS,0,
C000533,RANDY DANILOV,1995-11-20,M,tj,1.65,0.0,nan,nan,RUS,0,
C000534,WALTER ALMATOV,1970-03-10,M,sv,,0.0,nan,BRO,SPA,0,
C000535,FATIMA HOSSAIN,1985-01-31,M,ru,,0.0,BLA,nan,PAN,0,
C000536,RAÚL VINOGRADOV,1984-12-17,F,ru,1.72,0.0,nan,nan,ENG,0,
C000537,FRANCISCO ZAMANOV,1998-08-05,F,ru,,,OTHD,nan,SPA,0,
C000538,SHUAINAT BALLARDINI,1985-01-28,M,tw,,0.0,BRO,nan,SPA,0,
C000539,YUSUP SULTANOV,1995-06-09,M,ru,1.7,,BLA,BLA,nan,0,
C000540,MURAT ASKHABALIEV,1987-06-29,M,pk,1.64,,nan,nan,PAN,0,
C000541,SHAMIL STERN,1986-01-29,F,it,1.74,0.0,nan,BROH,RUS,0,
C000542,LENA PROCHAZKA,1997-07-11,F,ru,,0.0,OTHD,nan,ENG,0,
C000543,JOSE KURNIAWAN,1980-05-05,M,az,,,nan,BROH,RUS,0,
C000544,MAGOMEDAMIN ABDULMUTALIBOV,1991-10-23,M,kz,1.75,,BROF,BROH,URD,0,
C000545,EMANUEL MERCHES,2000-11-08,M,kz,1.87,0.0,BROF,nan,ARA,0,
C000546,ENRIQUETA RAZAKOVA,1956-07-28,M,ru,1.71,68.0,BLA,nan,SPA,0,
C000547,JOSE ABDUEV,1993-08-03,M,ba,,0.0,OTHD,BLA,HRV,0,
C000548,OSCAR AGAEVA,1987-05-08,M,sv,1.65,,nan,BRO,nan,0,
C000549,RIGOBERTO RICARDO,1989-10-24,M,ru,1.85,65.0,nan,nan,CHI,0,
C000550,CARLOS ABRAMENKO,1990-06-04,M,pk,,0.0,nan,BLA,SPA,0,
C000551,MAGOMED ALIEV,1989-11-18,M,ru,,60.0,nan,OTHD,RUS,0,
C000552,GEREYKHAN TORANZO,1990-12-13,M,mx,1.7,0.0,nan,nan,SPA,0,
C000553,IARAKHMED AMIRKHANOVA,1999-01-26,M,in,1.73,,BLA,BROH,RUS,0,
C000554,MIAKHDI GYULOV,1968-01-21,M,tj,,80.0,nan,BRO,HIN,0,
C000555,BESLAN TOUIL,1976-05-23,M,ru,,0.0,nan,OTHD,RUS,0,
C000556,RATNA WALSH,1984-12-21,M,ru,,0.0,OTHD,nan,ARA,0,
C000557,NORBERT BABAEVA,1982-12-06,M,ru,1.73,0.0,OTHD,nan,RUS,0,
C000558,RAUL AGAEV,1989-12-28,M,ar,,0.0,nan,nan,HIN,0,
C000559,SHAHID ATAEV,1995-05-23,M,kg,1.72,,BLA,BRO,SPA,0,
C000560,SHAMIL GADZHIAGAEVA,1981-05-07,F,ru,1.75,0.0,OTHD,BROH,HIN,0,
